County Code,County Name,District Name,District Code,School Code,School Name,City,School Level,Student Fall Enrollment,Total Days Possible,Total Days Attended,Total Student Days Excused Absence,Total Student Days Unexcused Absent,Attendance Rate,Truancy Rate
16,DENVER,DENVER COUNTY 1,880,8909,TREVISTA ECE-8 AT HORACE MANN,DENVER,Elementary,637,108827,98935.90,3370.10,6521.00,0.91,0.06
16,DENVER,DENVER COUNTY 1,880,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,DENVER,Elementary,502,82960,79220.50,2718.00,1021.50,0.95,0.01
16,DENVER,DENVER COUNTY 1,880,9050,VALVERDE ELEMENTARY SCHOOL,DENVER,Elementary,397,66557,62150.70,1601.40,2804.90,0.93,0.04
16,DENVER,DENVER COUNTY 1,880,9336,WEST DENVER PREP - HIGHLAND CAMPUS,DENVER,Middle/Jr. High,108,21587,20516.50,809.60,260.90,0.95,0.01
16,DENVER,DENVER COUNTY 1,880,9389,WEST DENVER PREP: HARVEY PARK CAMPUS,DENVER,Middle/Jr. High,218,42600,41055.50,959.80,584.70,0.96,0.01
16,DENVER,DENVER COUNTY 1,880,9390,WEST DENVER PREP - LAKE CAMPUS,DENVER,Middle/Jr. High,85,18270,17342.40,648.20,279.40,0.95,0.02
16,DENVER,DENVER COUNTY 1,880,9408,WEST HIGH SCHOOL,DENVER,Senior,789,129213,116494.30,3181.60,9537.10,0.90,0.07
16,DENVER,DENVER COUNTY 1,880,9425,WESTERLY CREEK ELEMENTARY,DENVER,Elementary,588,101929,96715.50,2530.50,2683.00,0.95,0.03
16,DENVER,DENVER COUNTY 1,880,9496,CASTRO ELEMENTARY SCHOOL,DENVER,Elementary,683,115593,109516.00,1713.50,4363.50,0.95,0.04
16,DENVER,DENVER COUNTY 1,880,9548,WHITTIER K-8 SCHOOL,DENVER,Elementary,301,48383,43004.10,1874.30,3504.60,0.89,0.07
16,DENVER,DENVER COUNTY 1,880,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,DENVER,Elementary,752,126598,121085.80,4292.00,1220.20,0.96,0.01
16,DENVER,DENVER COUNTY 1,880,9739,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,DENVER,Elementary,677,124453,121155.90,755.60,2541.50,0.97,0.02
17,DOLORES,DOLORES COUNTY RE NO.2,890,50,RICO ELEMENTARY SCHOOL,RICO,Elementary,12,798,776.00,22.00,0.00,0.97,0.00
17,DOLORES,DOLORES COUNTY RE NO.2,890,2216,DOVE CREEK HIGH SCHOOL,DOVE CREEK,Senior,126,16208,15053.50,1027.50,127.00,0.93,0.01
17,DOLORES,DOLORES COUNTY RE NO.2,890,7764,SEVENTH STREET ELEMENTARY SCHOOL,DOVE CREEK,Elementary,171,22521,21204.50,1316.50,0.00,0.94,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,11,ACADEMY CHARTER SCHOOL,CASTLE ROCK,Elementary,700,105849,100420.10,4831.80,597.10,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,12,ACRES GREEN ELEMENTARY SCHOOL,LITTLETON,Elementary,689,118662,112563.70,5380.90,717.40,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,201,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,CASTLE ROCK,Senior,153,24441,22624.80,103.40,1712.80,0.93,0.07
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,215,AMERICAN ACADEMY AT CASTLE PINES CHARTER,LONE TREE,Elementary,885,144292,138533.90,5289.20,468.90,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,264,CIMARRON MIDDLE,PARKER,Middle/Jr. High,1325,229317,217248.20,11362.10,706.70,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,265,CLEAR SKY ELEMENTARY,CASTLE ROCK,Elementary,752,131287,125507.90,5015.60,763.50,0.96,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,266,GOLD RUSH ELEMENTARY,PARKER,Elementary,623,108922,104689.70,3931.50,300.80,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,267,MESA MIDDLE SCHOOL,CASTLE ROCK,Middle/Jr. High,896,154011,144572.40,8062.50,1376.10,0.94,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,354,ARROWWOOD ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,529,89895,85802.20,4056.80,36.00,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,651,BEAR CANYON ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,622,108058,103858.20,4058.20,141.60,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1131,BUFFALO RIDGE ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,505,87875,84040.40,3731.60,103.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1270,EARLY CHILDHOOD CENTER,CASTLE ROCK,Elementary,1589,228318,213921.20,11.00,14385.80,0.94,0.06
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1362,CASTLE ROCK ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,500,87748,83418.40,3785.60,544.00,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1367,CASTLE VIEW HIGH SCHOOL,CASTLE ROCK,Senior,1567,270286,253890.30,11158.80,5236.90,0.94,0.02
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1503,CHAPARRAL HIGH SCHOOL,PARKER,Senior,2077,356034,332683.40,18166.80,5183.80,0.93,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL,PARKER,Elementary,482,82080,78737.90,3085.40,256.70,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1578,CHERRY VALLEY ELEMENTARY SCHOOL,FRANKTOWN,Elementary,64,10214,9562.50,620.30,31.20,0.94,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1579,NORTH STAR ACADEMY,PARKER,Elementary,587,98964,95347.10,2803.80,813.10,0.96,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1873,CORE KNOWLEDGE CHARTER SCHOOL,PARKER,Elementary,454,77753,75576.20,1920.40,256.40,0.97,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1899,COPPER MESA ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,667,114093,109881.60,4086.90,124.50,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1925,COUGAR RUN ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,568,98650,94504.80,3915.40,229.80,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,1934,COYOTE CREEK ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,458,80534,76991.10,3438.60,104.30,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2012,CRESTHILL MIDDLE SCHOOL,HIGHLANDS RANCH,Middle/Jr. High,903,156056,146936.90,8249.80,869.30,0.94,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2226,CASTLE ROCK MIDDLE SCHOOL,CASTLE ROCK,Middle/Jr. High,763,132117,124841.80,6721.40,553.80,0.94,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2230,DOUGLAS COUNTY HIGH SCHOOL,CASTLE ROCK,Senior,1796,308740,287884.60,12975.80,7879.60,0.93,0.03
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2232,ROCK RIDGE ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,702,122821,116528.10,5853.50,439.40,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2233,CHEROKEE TRAIL ELEMENTARY SCHOOL,PARKER,Elementary,622,107844,103101.20,4502.50,240.30,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2234,EAGLE RIDGE ELEMENTARY SCHOOL,LONE TREE,Elementary,607,105821,101087.70,4218.30,515.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2338,EAGLE ACADEMY,HIGHLANDS RANCH,Senior,101,16121,14861.40,354.40,905.20,0.92,0.06
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2656,ELDORADO ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,663,115210,111254.60,3764.50,190.90,0.97,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2952,MAMMOTH HEIGHTS ELEMENTARY,PARKER,Elementary,802,139690,134088.20,5437.40,164.40,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2953,STONE MOUNTAIN ELEMENTARY,HIGHLANDS RANCH,Elementary,446,77776,74690.40,3059.50,26.10,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2954,ROXBOROUGH INTERMEDIATE,LITTLETON,Elementary,495,85156,80716.60,4337.00,102.40,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,2965,FLAGSTONE ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,692,118849,113092.20,4574.80,1182.00,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,3138,FOX CREEK ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,534,92504,88231.30,4211.00,61.70,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,3172,FRANKTOWN ELEMENTARY SCHOOL,FRANKTOWN,Elementary,277,48185,46013.50,2029.00,142.50,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,3241,FRONTIER VALLEY ELEMENTARY SCHOOL,PARKER,Elementary,692,117732,112455.20,5172.80,104.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,3928,HERITAGE ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,659,114374,110114.60,3183.80,1075.60,0.96,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,3980,HIGHLANDS RANCH HIGH SCHOOL,HIGHLANDS RANCH,Senior,1742,296848,278678.00,11838.40,6331.60,0.94,0.02
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,3995,HOPE ON-LINE,ENGLEWOOD,Senior,2851,487836,443964.00,18612.00,25260.00,0.91,0.05
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,4271,LEGEND HIGH SCHOOL,PARKER,Senior,1332,228795,216660.30,10705.60,1429.10,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,4292,IRON HORSE ELEMENTARY SCHOOL,PARKER,Elementary,553,95271,91435.20,3696.30,139.50,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,4980,LARKSPUR ELEMENTARY SCHOOL,LARKSPUR,Elementary,298,52596,50623.90,1882.10,90.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,5045,LEGACY POINT ELEMENTARY SCHOOL,PARKER,Elementary,504,87596,83087.80,4107.80,400.40,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,5405,EDCSD: COLORADO CYBER SCHOOL,CASTLE ROCK,Senior,231,37723,36856.90,31.90,834.20,0.98,0.02
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,5607,SAGE CANYON ELEMENTARY,CASTLE ROCK,Elementary,574,99618,95290.20,4062.70,265.10,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,5745,MEADOW VIEW ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,574,99833,95083.50,4285.30,464.20,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,5843,LONE TREE ELEMENTARY,LONE TREE,Elementary,549,93909,90305.40,3451.70,151.90,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,5997,D C S MONTESSORI CHARTER SCHOOL,CASTLE ROCK,Elementary,488,84154,78627.80,5146.20,380.00,0.93,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,PARKER,Elementary,433,75350,72495.80,2569.90,284.30,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,HIGHLANDS RANCH,Middle/Jr. High,1052,181766,171997.70,9084.30,684.00,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6165,MOUNTAIN VISTA HIGH SCHOOL,HIGHLANDS RANCH,Senior,2036,350328,334255.40,13739.20,2333.40,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6365,SKYVIEW ACADEMY,HIGHLANDS RANCH,Elementary,496,81304,78127.30,3145.10,31.60,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6396,NORTHEAST ELEMENTARY SCHOOL,PARKER,Elementary,501,87303,83463.50,3565.50,274.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6406,NORTHRIDGE ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,713,120268,115914.40,4077.30,276.30,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6772,SAGEWOOD MIDDLE SCHOOL,PARKER,Middle/Jr. High,947,165033,155782.30,8844.70,406.00,0.94,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6773,SIERRA MIDDLE SCHOOL,PARKER,Middle/Jr. High,977,168910,159189.10,8609.50,1111.40,0.94,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6938,PINE GROVE ELEMENTARY SCHOOL,PARKER,Elementary,597,103322,99923.80,3303.80,94.40,0.97,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6940,PINE LANE ELEMENTARY,PARKER,Elementary,982,171404,162565.80,8030.60,807.60,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,6961,PIONEER ELEMENTARY SCHOOL,PARKER,Elementary,571,98618,94339.80,3990.00,288.20,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7047,PLATTE RIVER CHARTER ACADEMY,HIGHLANDS RANCH,Elementary,520,88399,84977.50,2720.10,701.40,0.96,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7096,ROXBOROUGH ELEMENTARY SCHOOL,LITTLETON,Elementary,448,77692,74172.30,3447.20,72.50,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7118,PONDEROSA HIGH SCHOOL,PARKER,Senior,1429,245900,228973.70,11193.90,5732.40,0.93,0.02
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,PARKER,Elementary,564,97568,93925.50,3308.50,334.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7245,RANCH VIEW MIDDLE SCHOOL,HIGHLANDS RANCH,Middle/Jr. High,1036,178120,168960.20,8771.30,388.50,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7297,REDSTONE ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,719,124340,120068.30,3545.40,726.30,0.97,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7319,RENAISSANCE EXPEDITION LEARN OUTWARD BOUND SCHOOL,CASTLE ROCK,Elementary,413,70845,67772.30,3042.20,30.50,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7435,ROCK CANYON HIGH SCHOOL,LITTLETON,Senior,1613,276807,263778.60,11071.70,1956.70,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7448,ROCKY HEIGHTS MIDDLE SCHOOL,LITTLETON,Middle/Jr. High,1319,227687,215893.70,11072.60,720.70,0.95,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7562,SADDLE RANCH ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,611,106045,101866.50,4147.10,31.40,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7610,SAND CREEK ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,599,103874,99540.00,4122.10,211.90,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,7718,SEDALIA ELEMENTARY SCHOOL,SEDALIA,Elementary,335,58521,55878.10,2265.90,377.00,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,8106,SOARING HAWK ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,670,117252,112231.60,4626.00,394.40,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,8126,SOUTH STREET ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,570,99038,93223.60,5116.80,697.60,0.94,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,8382,SUMMIT VIEW ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,574,99344,95056.80,4226.20,61.00,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,8847,THUNDERRIDGE HIGH SCHOOL,HIGHLANDS RANCH,Senior,1790,307718,292385.40,11428.10,3904.50,0.95,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,8853,TIMBER TRAIL ELEMENTARY SCHOOL,CASTLE ROCK,Elementary,597,105043,101041.20,3886.70,115.10,0.96,0.00
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,8897,TRAILBLAZER ELEMENTARY SCHOOL,HIGHLANDS RANCH,Elementary,607,104298,100399.60,2982.10,916.30,0.96,0.01
18,DOUGLAS,DOUGLAS COUNTY RE 1,900,9592,WILDCAT MOUNTAIN ELEMENTARY SCHOOL,LITTLETON,Elementary,604,105370,101855.00,3461.10,53.90,0.97,0.00
19,EAGLE,EAGLE COUNTY RE 50,910,37,RED HILL ELEMENTARY SCHOOL,GYPSUM,Elementary,407,71717,68434.50,2650.50,632.00,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,38,BRUSH CREEK ELEMENTARY SCHOOL,EAGLE,Elementary,501,87045,82917.00,3675.00,453.00,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,39,GYPSUM CREEK MIDDLE SCHOOL,GYPSUM,Middle/Jr. High,334,58055,55261.50,2355.00,438.50,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,205,RED CANYON HIGH SCHOOL,EDWARDS,Senior,111,18329,15435.00,1237.00,1657.00,0.84,0.09
19,EAGLE,EAGLE COUNTY RE 50,910,471,AVON ELEMENTARY SCHOOL,AVON,Elementary,295,51682,49126.00,1259.00,1297.00,0.95,0.03
19,EAGLE,EAGLE COUNTY RE 50,910,604,BATTLE MOUNTAIN HIGH SCHOOL,EDWARDS,Senior,737,126913,118312.00,4712.00,3889.00,0.93,0.03
19,EAGLE,EAGLE COUNTY RE 50,910,793,BERRY CREEK MIDDLE SCHOOL,EDWARDS,Middle/Jr. High,338,58023,54859.50,1420.00,1743.00,0.95,0.03
19,EAGLE,EAGLE COUNTY RE 50,910,2340,EAGLE COUNTY CHARTER ACADEMY,EDWARDS,Elementary,299,51484,48990.50,2218.50,275.00,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,2346,EAGLE VALLEY ELEMENTARY SCHOOL,EAGLE,Elementary,291,49499,47135.00,1544.00,820.00,0.95,0.02
19,EAGLE,EAGLE COUNTY RE 50,910,2350,EAGLE VALLEY HIGH SCHOOL,GYPSUM,Senior,711,121206,112726.50,5775.50,2704.00,0.93,0.02
19,EAGLE,EAGLE COUNTY RE 50,910,2355,EAGLE VALLEY MIDDLE SCHOOL,EAGLE,Middle/Jr. High,274,48098,45795.50,1909.50,393.00,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,2530,EDWARDS ELEMENTARY SCHOOL,EDWARDS,Elementary,366,63057,60156.00,1815.00,1086.00,0.95,0.02
19,EAGLE,EAGLE COUNTY RE 50,910,3710,GYPSUM ELEMENTARY SCHOOL,GYPSUM,Elementary,363,63331,60316.00,2467.00,548.00,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,4838,JUNE CREEK ELEMENTARY SCHOOL,EDWARDS,Elementary,316,54704,51358.00,1545.00,1801.00,0.94,0.03
19,EAGLE,EAGLE COUNTY RE 50,910,5742,HOMESTAKE PEAK SCHOOL,AVON,Elementary,199,35278,32895.50,1256.00,1126.00,0.93,0.03
19,EAGLE,EAGLE COUNTY RE 50,910,5930,MINTURN MIDDLE SCHOOL,MINTURN,Middle/Jr. High,175,31254,29590.50,1333.00,330.50,0.95,0.01
19,EAGLE,EAGLE COUNTY RE 50,910,6238,NEW AMERICA CHARTER SCHOOL,GYPSUM,Senior,56,7830,6156.00,131.00,1543.00,0.79,0.20
19,EAGLE,EAGLE COUNTY RE 50,910,7285,RED TABLE EARLY LEARNING CENTER,GYPSUM,Elementary,45,7677,7091.50,147.00,438.00,0.92,0.06
19,EAGLE,EAGLE COUNTY RE 50,910,7296,RED SANDSTONE ELEMENTARY SCHOOL,VAIL,Elementary,273,48160,45233.50,1791.00,1135.50,0.94,0.02
19,EAGLE,EAGLE COUNTY RE 50,910,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA),EAGLE,Senior,90,15630,14736.50,862.50,31.00,0.94,0.00
20,ELBERT,ELIZABETH C-1,920,2572,LEGACY ACADEMY,ELIZABETH,Elementary,322,54207,53440.40,706.30,60.40,0.99,0.00
20,ELBERT,ELIZABETH C-1,920,2604,ELIZABETH MIDDLE SCHOOL,ELIZABETH,Middle/Jr. High,504,86477,84143.00,2260.50,73.50,0.97,0.00
20,ELBERT,ELIZABETH C-1,920,2608,ELIZABETH HIGH SCHOOL,ELIZABETH,Senior,776,131920,123876.00,7841.00,203.00,0.94,0.00
20,ELBERT,ELIZABETH C-1,920,3236,FRONTIER HIGH SCHOOL,ELIZABETH,Senior,59,10370,9652.00,491.20,227.20,0.93,0.02
20,ELBERT,ELIZABETH C-1,920,7300,ELIZABETH RUNNING CREEK PRESCHOOL,ELIZABETH,Elementary,77,0,0.00,0.00,0.00,#DIV/0!,#DIV/0!
20,ELBERT,ELIZABETH C-1,920,7517,RUNNING CREEK ELEMENTARY SCHOOL,ELIZABETH,Elementary,386,66041,63084.00,2629.50,327.50,0.96,0.01
20,ELBERT,ELIZABETH C-1,920,7924,SINGING HILLS PRESCHOOL,PARKER,Elementary,71,0,0.00,0.00,0.00,#DIV/0!,#DIV/0!
20,ELBERT,ELIZABETH C-1,920,7925,SINGING HILLS ELEMENTARY SCHOOL,PARKER,Elementary,441,72512,68174.00,3967.00,370.50,0.94,0.01
20,ELBERT,KIOWA C-2,930,4724,KIOWA ELEMENTARY SCHOOL,KIOWA,Elementary,175,20707,19482.50,1066.50,158.00,0.94,0.01
20,ELBERT,KIOWA C-2,930,4726,KIOWA MIDDLE SCHOOL,KIOWA,Middle/Jr. High,83,11345,10788.00,507.50,49.50,0.95,0.00
20,ELBERT,KIOWA C-2,930,4728,KIOWA HIGH SCHOOL,KIOWA,Senior,113,15260,14278.00,942.50,39.00,0.94,0.00
20,ELBERT,BIG SANDY 100J,940,7914,SIMLA ELEMENTARY SCHOOL,SIMLA,Elementary,155,23409,22302.30,1106.70,0.00,0.95,0.00
20,ELBERT,BIG SANDY 100J,940,7918,SIMLA JUNIOR HIGH SCHOOL,SIMLA,Middle/Jr. High,76,11406,10719.90,668.00,18.10,0.94,0.00
20,ELBERT,BIG SANDY 100J,940,7922,SIMLA HIGH SCHOOL,SIMLA,Senior,100,14957,13853.80,1077.30,25.90,0.93,0.00
20,ELBERT,ELBERT 200,950,2570,ELBERT ELEMENTARY SCHOOL,ELBERT,Elementary,119,14620,13992.00,628.00,0.00,0.96,0.00
20,ELBERT,ELBERT 200,950,2574,ELBERT JUNIOR-SENIOR HIGH SCHOOL,ELBERT,Senior,111,14689,13060.00,1629.00,0.00,0.89,0.00
20,ELBERT,AGATE 300,960,44,AGATE ELEMENTARY SCHOOL,AGATE,Elementary,13,1593,1496.50,96.50,0.00,0.94,0.00
20,ELBERT,AGATE 300,960,48,AGATE JUNIOR-SENIOR HIGH SCHOOL,AGATE,Senior,20,2550,2369.00,181.00,0.00,0.93,0.00
21,EL PASO,CALHAN RJ-1,970,35,FRONTIER CHARTER ACADEMY,CALHAN,Elementary,65,96120,88738.00,6765.00,617.00,0.92,0.01
21,EL PASO,CALHAN RJ-1,970,1210,CALHAN ELEMENTARY SCHOOL,CALHAN,Elementary,246,370600,350473.00,19778.00,349.00,0.95,0.00
21,EL PASO,CALHAN RJ-1,970,1215,CALHAN MIDDLE SCHOOL,CALHAN,Middle/Jr. High,125,192020,181353.00,9647.00,1020.00,0.94,0.01
21,EL PASO,CALHAN RJ-1,970,1218,CALHAN HIGH SCHOOL,CALHAN,Senior,184,279460,261751.00,15656.00,2053.00,0.94,0.01
21,EL PASO,HARRISON 2,980,29,ADULT & FAMILY LITERACY,COLORADO SPRINGS,Senior,23,2498,2219.00,0.00,279.00,0.89,0.11
21,EL PASO,HARRISON 2,980,469,ATLAS PREPARATORY SCHOOL,COLORADO SPRINGS,Middle/Jr. High,183,29168,27909.00,1259.00,0.00,0.96,0.00
21,EL PASO,HARRISON 2,980,1000,BRICKER ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,392,62059,58843.50,1564.00,1651.50,0.95,0.03
21,EL PASO,HARRISON 2,980,1306,CARMEL MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,416,70950,65104.60,2775.40,3070.30,0.92,0.04
21,EL PASO,HARRISON 2,980,1383,CENTENNIAL ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,430,70414,66636.00,2646.50,1131.00,0.95,0.02
21,EL PASO,HARRISON 2,980,1490,CHAMBERLIN ACADEMY,COLORADO SPRINGS,Elementary,149,24945,23862.80,859.00,223.50,0.96,0.01
21,EL PASO,HARRISON 2,980,3392,GIBERSON ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,345,54651,51727.10,1772.00,1152.00,0.95,0.02
21,EL PASO,HARRISON 2,980,3522,FOX MEADOW MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,500,84906,79635.80,3527.90,1742.30,0.94,0.02
21,EL PASO,HARRISON 2,980,3806,HARRISON HIGH SCHOOL,COLORADO SPRINGS,Senior,956,153736,137192.70,7859.00,8684.10,0.89,0.06
21,EL PASO,HARRISON 2,980,4378,JAMES IRWIN CHARTER HIGH SCHOOL,COLORADO SPRINGS,Senior,388,65942,62985.50,2181.00,775.50,0.96,0.01
21,EL PASO,HARRISON 2,980,4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,COLORADO SPRINGS,Middle/Jr. High,425,71673,68263.50,2670.50,739.00,0.95,0.01
21,EL PASO,HARRISON 2,980,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,515,84831,80518.00,3616.00,697.00,0.95,0.01
21,EL PASO,HARRISON 2,980,6018,MONTEREY ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,466,72109,68628.80,2255.50,1225.00,0.95,0.02
21,EL PASO,HARRISON 2,980,6162,MOUNTAIN VISTA COMMUNITY SCHOOL,COLORADO SPRINGS,Elementary,639,83908,79967.40,3109.30,831.30,0.95,0.01
21,EL PASO,HARRISON 2,980,6244,NEW HORIZONS DAY SCHOOL,COLORADO SPRINGS,Senior,191,34626,31625.60,979.10,2021.30,0.91,0.06
21,EL PASO,HARRISON 2,980,6460,OAK CREEK ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,356,56870,53864.30,2537.50,468.50,0.95,0.01
21,EL PASO,HARRISON 2,980,6578,OTERO ELEMENTARY SCHOOL,COLORADO SPRINGS,Elementary,398,62172,58072.40,3107.00,993.00,0.93,0.02
